accepted.name,family,source,organ.rough,application,symptoms.eng,ebds.level2
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,leaves,NA,stomach ache,skin/subcutaneous cellular tissue disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,roots,NA,throat sore,skin/subcutaneous cellular tissue disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,leaves,NA,sinusitis,mental disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,roots,NA,malnutrition,nutritional disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,roots,NA,mental disorders,mental disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,roots,NA,wounds,injuries
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Jansen2010,leaves,decoction,icterus,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,fruits,NA,skin deseases,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,roots,NA,sinusitis,mental disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,roots,NA,powder,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,fruits,NA,stomach ache,skin/subcutaneous cellular tissue disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,fruits,NA,headache,skin/subcutaneous cellular tissue disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,fruits,NA,sinusitis,mental disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,fruits,NA,vermifuge,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,bark,NA,oxygenosis,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,roots,NA,eye deseases,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,bark,NA,stomach ache,skin/subcutaneous cellular tissue disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,fruits,NA,liver disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,bark,NA,sinusitis,mental disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,seeds,NA,malaria,infections/infestations
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,resin/latex/juice,NA,herpes,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,fruits,NA,diarrhea,digestive system disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,leaves,NA,malaria,infections/infestations
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,fruits,NA,navel bread,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,fruits,charred,herpes,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,bark,NA,eye deseases,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,fruits,NA,powder,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,fruits,decoction,powder,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,roots,NA,malaria,infections/infestations
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,roots,NA,fever,infections/infestations
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,roots,NA,skin deseases,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,roots,NA,diarrhea,digestive system disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,bark,NA,powder,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,roots,NA,stomach ache,skin/subcutaneous cellular tissue disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Kirstensen2003,resin/latex/juice,NA,sick children,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Kirstensen2003,bark,NA,hemorrhoids,circulatory system disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Kirstensen2003,bark,NA,stomach ache,skin/subcutaneous cellular tissue disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Kirstensen2003,bark,NA,mother milk production,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Kirstensen2003,bark,NA,sore throat,skin/subcutaneous cellular tissue disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,leaves,NA,convulsions,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,roots,NA,liver disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Tapsoba2006,bark,NA,abscess,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,leaves,NA,abscess,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Tapsoba2006,bark,NA,toothache,skin/subcutaneous cellular tissue disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Jansen2010,leaves,NA,malaria,infections/infestations
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Jansen2010,leaves,NA,fever,infections/infestations
Vitellaria paradoxa C. F. Gaertn.,Sapotaceae,Zerbo2011,leaves,NA,digestive disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Jansen2010,leaves,infusion,icterus,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Ky2009,bark,NA,infant stomach ache,skin/subcutaneous cellular tissue disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,bark,NA,tuberculosis,infections/infestations
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,roots,decoction,powder,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,bark,NA,bilious hemoglobinuric fever,infections/infestations
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,bark,NA,jaundice,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,bark,NA,hepatitis,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,bark,NA,intestinal bilharziasis,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,bark,NA,heart diseases,circulatory system disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Legani 2009,roots,NA,renal diseases,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Sereme2008,bark,NA,infant malaria,infections/infestations
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Sereme2008,fruits,NA,pulmonary pain,pain
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,seeds,NA,rheumatism,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Zerbo2007,bark,NA,dysentery,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,resin/latex/juice,NA,tuberculosis,infections/infestations
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,fruits,NA,wounds,injuries
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Zerbo2011,roots,NA,injuries,injuries
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Zerbo2011,roots,NA,musculoskeletal problems,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Zerbo2011,roots,NA,skin disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,leaves,NA,diarrhea,digestive system disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,leaves,NA,hemorrhoids,circulatory system disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Zerbo2011,bark,NA,digestive disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Zerbo2011,bark,NA,injuries,injuries
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Zerbo2011,bark,NA,musculoskeletal problems,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Zerbo2011,bark,NA,skin disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Zerbo2011,bark,NA,pregnancy-birth disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,bark,decoction,powder,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,leaves,NA,heart disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,leaves,NA,liver disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Zerbo2011,leaves,NA,musculoskeletal problems,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Zerbo2011,leaves,NA,skin disorders,NA
Vitellaria paradoxa C. F. Gaertn.,Sapotaceae,Zerbo2011,roots,NA,pregnancy-birth disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Zerbo2011,leaves,NA,respiratory problems,mental disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,leaves,NA,gastralgies,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,leaves,NA,wounds,injuries
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,leaves,NA,navel bread,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,leaves,NA,cream,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,leaves,charred,herpes,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Alexandre2002,roots,NA,medicinal,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,bark,NA,prolapse of the rectum,abnormalities
Vitellaria paradoxa C. F. Gaertn.,Sapotaceae,Zerbo2011,leaves,NA,injuries,injuries
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,roots,charred,herpes,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,roots,NA,cream,NA
Vitellaria paradoxa C. F. Gaertn.,Sapotaceae,Zerbo2011,leaves,NA,pregnancy-birth disorders,NA
Vitellaria paradoxa C. F. Gaertn.,Sapotaceae,Zerbo2011,leaves,NA,respiratory problems,mental disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,bark,NA,malaria,infections/infestations
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,bark,NA,fever,infections/infestations
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,bark,NA,skin deseases,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Legani 2009,leaves,NA,renal diseases,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,fruits,NA,hiccup,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,fruits,NA,lung disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,bark,NA,headache,skin/subcutaneous cellular tissue disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,bark,charred,herpes,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,bark,NA,vermifuge,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Zerbo2007,bark,NA,colds,infections/infestations
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Zerbo2011,roots,NA,digestive disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,fruits,NA,mental disorders,mental disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,bark,NA,heart disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,bark,NA,liver disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,bark,NA,throat sore,skin/subcutaneous cellular tissue disorders
Vitellaria paradoxa,Sapotaceae,Legani 2009,leaves,NA,renal diseases,NA
Vitellaria paradoxa,Sapotaceae,Legani 2009,roots,NA,renal diseases,NA
Vitellaria paradoxa,Sapotaceae,Sereme2008,bark,NA,infant malaria,infections/infestations
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,bark,NA,wounds,injuries
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,bark,NA,navel bread,NA
Vitellaria paradoxa C. F. Gaertn.,Sapotaceae,Zerbo2011,bark,NA,respiratory problems,mental disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,bark,NA,cream,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,leaves,NA,high blood pressure,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,roots,NA,headache,skin/subcutaneous cellular tissue disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Zerbo2011,leaves,NA,digestive disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Zerbo2011,leaves,NA,injuries,injuries
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,bark,NA,hiccup,NA
Vitellaria paradoxa C. F. Gaertn.,Sapotaceae,Zerbo2011,roots,NA,respiratory problems,mental disorders
Vitellaria paradoxa C. F. Gaertn.,Sapotaceae,Zerbo2011,bark,NA,digestive disorders,NA
Vitellaria paradoxa C. F. Gaertn.,Sapotaceae,Zerbo2011,bark,NA,injuries,injuries
Vitellaria paradoxa C. F. Gaertn.,Sapotaceae,Zerbo2011,bark,NA,musculoskeletal problems,NA
Vitellaria paradoxa C. F. Gaertn.,Sapotaceae,Zerbo2011,bark,NA,skin disorders,NA
Vitellaria paradoxa C. F. Gaertn.,Sapotaceae,Zerbo2011,bark,NA,pregnancy-birth disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,bark,NA,diarrhea,digestive system disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,bark,NA,gastroenteritis,mental disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Zerbo2011,roots,NA,respiratory problems,mental disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,bark,NA,pneumonia,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,bark,NA,pleurisy,NA
Vitellaria paradoxa C. F. Gaertn.,Sapotaceae,Zerbo2011,leaves,NA,skin disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,bark,NA,lung disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,bark,NA,dysentery,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,bark,NA,heredosyphilis,infections/infestations
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,bark,NA,malnutrition,nutritional disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,leaves,NA,migraines,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,bark,NA,hemorrhoids,circulatory system disorders
Vitellaria paradoxa Gaertn,Sapotaceae,Alexandre2002,roots,NA,medicinal,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,fruits,NA,malnutrition,nutritional disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Zerbo2011,roots,NA,pregnancy-birth disorders,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,fruits,NA,eye deseases,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,bark,NA,diarrhea,digestive system disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Zerbo2011,bark,NA,respiratory problems,mental disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,bark,NA,mental disorders,mental disorders
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nacoulma-Ouédraogo1996,leaves,NA,fever,infections/infestations
Vitellaria paradoxa C. F. Gaertn.,Sapotaceae,Zerbo2011,leaves,NA,musculoskeletal problems,NA
Vitellaria paradoxa C.F.Gaertn.,Sapotaceae,Nadembega2011,leaves,NA,lung disorders,NA
Vitex doniana Sweet,Lamiaceae,Tapsoba2006,roots,NA,toothache,skin/subcutaneous cellular tissue disorders
Vitex madiensis Oliv.,Lamiaceae,Kirstensen2003,roots,NA,hepatitis,NA
Vitex chrysocarpa Planch. ex Benth.,Lamiaceae,Arbonnier2002,leaves,NA,medico-magical uses - protection from bad spells,NA
Vitex doniana Sweet,Lamiaceae,Arbonnier2002,bark,NA,headache,skin/subcutaneous cellular tissue disorders
Vitex doniana Sweet,Lamiaceae,Arbonnier2002,roots,NA,colic,digestive system disorders
Vitex doniana Sweet,Lamiaceae,Arbonnier2002,roots,NA,gastritis,mental disorders
Vitex doniana Sweet,Lamiaceae,Arbonnier2002,bark,NA,vermifuge,NA
Vitex doniana Sweet,Lamiaceae,Arbonnier2002,bark,NA,aches and pains,NA
Vitex doniana Sweet,Lamiaceae,Arbonnier2002,bark,NA,asthenia,NA
Vitex doniana Sweet,Lamiaceae,Zerbo2011,bark,NA,digestive disorders,NA
Vitex doniana Sweet,Lamiaceae,Arbonnier2002,leaves,NA,epilepsy,nervous system disorders
Vitex doniana Sweet,Lamiaceae,Arbonnier2002,bark,NA,meadow,NA
Vitex madiensis Oliv.,Lamiaceae,Kirstensen2003,roots,NA,general bread,NA
Vitex madiensis Oliv.,Lamiaceae,Nadembega2011,twigs,NA,stomach ache,skin/subcutaneous cellular tissue disorders
Vitex doniana Sweet,Lamiaceae,Arbonnier2002,leaves,NA,headache,skin/subcutaneous cellular tissue disorders
Vitex doniana Sweet,Lamiaceae,Arbonnier2002,fruits,NA,paralysis,nervous system disorders
Vitex doniana Sweet,Lamiaceae,Arbonnier2002,leaves,NA,cooling,NA
Vitex doniana Sweet,Lamiaceae,Arbonnier2002,leaves,NA,varicella,NA
Vitex doniana Sweet,Lamiaceae,Arbonnier2002,roots,NA,vomiting,digestive system disorders
Vitex doniana Sweet,Lamiaceae,Alexandre2002,roots,NA,stomatitis,mental disorders
Vitex chrysocarpa,Lamiaceae,Ouoba2006,leaves,NA,inflammation,inflammation
Vitex chrysocarpa Planch. ex Benth.,Lamiaceae,Ouoba2006,leaves,NA,inflammation,inflammation
Vitex doniana Sweet,Lamiaceae,Arbonnier2002,leaves,NA,asthenia,NA
Vitex doniana Sweet,Lamiaceae,Kirstensen2003,bark,NA,leprosy,infections/infestations
Vitex doniana Sweet,Lamiaceae,Arbonnier2002,leaves,NA,aches and pains,NA
Vitex doniana Sweet,Lamiaceae,Arbonnier2002,roots,NA,jaundice,NA
Vitex doniana Sweet,Lamiaceae,Arbonnier2002,roots,NA,amoebiasis,infections/infestations
Vitex doniana Sweet,Lamiaceae,Nadembega2011,roots,NA,antiabortion,NA
Vitex doniana Sweet,Lamiaceae,Alexandre2002,roots,NA,jaundice,NA
Vitex doniana Sweet,Lamiaceae,Nadembega2011,bark,NA,gastric ulcers,NA
Vitex doniana Sweet,Lamiaceae,Arbonnier2002,roots,NA,meadow,NA
Vitex madiensis Oliv.,Lamiaceae,Nadembega2011,twigs,decoction,tuberculosis,infections/infestations
Vitex doniana Sweet,Lamiaceae,Zerbo2007,leaves,NA,headache,skin/subcutaneous cellular tissue disorders
Vitex madiensis Oliv.,Lamiaceae,Arbonnier2002,leaves,NA,cooling,NA
Vitex doniana Sweet,Lamiaceae,Zerbo2011,bark,NA,musculoskeletal problems,NA
Vitex doniana Sweet,Lamiaceae,Arbonnier2002,roots,NA,sterility,NA
Vitex madiensis Oliv.,Lamiaceae,Krohmer2004,leaves,NA,fortifying,NA
Vitex madiensis Oliv.,Lamiaceae,Arbonnier2002,bark,NA,vulnerable,NA
Vitex doniana Sweet,Lamiaceae,Alexandre2002,roots,NA,antidiarrheal,digestive system disorders
Vitex doniana Sweet,Lamiaceae,Arbonnier2002,bark,NA,toothache,skin/subcutaneous cellular tissue disorders
Vitex doniana Sweet,Lamiaceae,Arbonnier2002,leaves,NA,dysentery,NA
Vitex madiensis Oliv.,Lamiaceae,Arbonnier2002,leaves,NA,analgesics,NA
Vitex madiensis Oliv.,Lamiaceae,Arbonnier2002,fruits,NA,avitaminosis,NA
Vitex doniana Sweet,Lamiaceae,Nadembega2011,roots,NA,malaria,infections/infestations
Vitex madiensis Oliv.,Lamiaceae,Arbonnier2002,roots,NA,gastritis,mental disorders
Vitex doniana Sweet,Lamiaceae,Nadembega2011,roots,NA,gastric ulcers,NA
Vitex doniana Sweet,Lamiaceae,Nadembega2011,roots,decoction,liver disorders,NA
Vitex doniana Sweet,Lamiaceae,Nadembega2011,bark,NA,malaria,infections/infestations
Vitex doniana Sweet,Lamiaceae,Nadembega2011,bark,NA,antiabortion,NA
Vitex doniana Sweet,Lamiaceae,Mbaygone2010,fruits,NA,pharmacopoeia,NA
Vitex doniana Sweet,Lamiaceae,Nadembega2011,bark,decoction,liver disorders,NA
Vitex doniana Sweet,Lamiaceae,Ky2009,roots,decoction,dysentery,NA
Vitex madiensis Oliv.,Lamiaceae,Krohmer2004,roots,NA,jaundice,NA
Vitex doniana Sweet,Lamiaceae,Tapsoba2006,roots,NA,oral sores,skin/subcutaneous cellular tissue disorders
Vitex doniana Sweet,Lamiaceae,Arbonnier2002,roots,NA,dysmenorrhea,genitourinary system disorders
Vitex madiensis Oliv.,Lamiaceae,Arbonnier2002,fruits,NA,scurvy,NA
Vitex doniana Sweet,Lamiaceae,Alexandre2002,roots,NA,bilharzia,NA
Vitex doniana Sweet,Lamiaceae,Alexandre2002,roots,NA,febrifuge,NA
Vitex doniana Sweet,Lamiaceae,Mbaygone2010,roots,NA,pharmacopoeia,NA
Vitex doniana Sweet,Lamiaceae,Arbonnier2002,bark,NA,sterility,NA
Vitex doniana Sweet,Lamiaceae,Zerbo2011,bark,NA,infections and infestations,infections/infestations
Vitex madiensis Oliv.,Lamiaceae,Arbonnier2002,fruits,NA,beriberi,nutritional disorders
Voacanga africana Stapf,Apocynaceae,Arbonnier2002,bark,NA,epilepsy,nervous system disorders
Voacanga africana Stapf,Apocynaceae,Arbonnier2002,leaves,NA,panacea for all kinds of affections,NA
Voacanga africana Stapf,Apocynaceae,Arbonnier2002,roots,NA,hypertension,circulatory system disorders
Voacanga africana Stapf,Apocynaceae,Olivier2012,seeds,NA,traditional medicine,NA
Voacanga thouarsii Roem. & Schult.,Apocynaceae,Akoègninou 2006,seeds,NA,important drug,NA
Voacanga africana Stapf,Apocynaceae,Arbonnier2002,bark,NA,pain,pain
Voacanga africana Stapf,Apocynaceae,Arbonnier2002,bark,NA,hypertension,circulatory system disorders
Voacanga thouarsii Roem et Schult.,Apocynaceae,Olivier2012,leaves,NA,traditional medicine,NA
Voacanga africana K. Schum.,Apocynaceae,Olivier2012,seeds,NA,traditional medicine,NA
Voacanga thouarsii Roem. & Schult.,Apocynaceae,Olivier2012,leaves,NA,traditional medicine,NA
Voacanga africana Stapf,Apocynaceae,Arbonnier2002,leaves,NA,meadow,NA
Voacanga africana Stapf,Apocynaceae,Arbonnier2002,leaves,NA,edema,NA
Voacanga africana Stapf,Apocynaceae,Arbonnier2002,leaves,NA,infant fever,infections/infestations
Voacanga africana Stapf,Apocynaceae,Arbonnier2002,leaves,NA,madness,skin/subcutaneous cellular tissue disorders
Voacanga africana Stapf,Apocynaceae,Arbonnier2002,resin/latex/juice,NA,wounds,injuries
Voacanga africana Stapf,Apocynaceae,Arbonnier2002,roots,NA,arteriosclerosis,NA
Voacanga africana Stapf,Apocynaceae,Arbonnier2002,bark,NA,prevention of preterm delivery,NA
Voacanga africana Stapf,Apocynaceae,Arbonnier2002,bark,NA,panacea for all kinds of affections,NA
Voacanga africana Stapf,Apocynaceae,Arbonnier2002,leaves,NA,diarrhea,digestive system disorders
Voacanga africana Stapf,Apocynaceae,Arbonnier2002,resin/latex/juice,NA,dental caries,digestive system disorders
Voacanga africana Stapf,Apocynaceae,Arbonnier2002,bark,NA,hernia,digestive system disorders
Wahlenbergia perrottetii (A.DC.) Thulin,Campanulaceae,NA,leaves,NA,fortifying babies,infections/infestations
Wahlenbergia perrottetii (A.DC.) Thulin,Campanulaceae,NA,leaves,NA,breastfeeding women,NA
Waltheria indica L.,Malvaceae,Zerbo2011,leaves,NA,digestive disorders,NA
Waltheria indica L.,Malvaceae,Nacoulma-Ouédraogo1996,roots,NA,intestinal bilharziasis,NA
Waltheria indica L.,Malvaceae,Tapsoba2006,roots,NA,gingivitid,NA
Waltheria indica L.,Malvaceae,Nacoulma-Ouédraogo1996,roots,NA,internal bleeding,injuries
Waltheria indica L.,Malvaceae,Nacoulma-Ouédraogo1996,leaves,NA,moving teeth,NA
Waltheria indica L.,Malvaceae,Nacoulma-Ouédraogo1996,roots,NA,eruption of roseola,NA
Waltheria indica L.,Malvaceae,Nacoulma-Ouédraogo1996,leaves,NA,ophthalmia,NA
Waltheria indica L.,Malvaceae,Nacoulma-Ouédraogo1996,roots,NA,gonorrhea,infections/infestations
Waltheria indica L.,Malvaceae,Nadembega2011,entire plant,maceration,liver disorders,NA
