accepted.name,family,source,organ.rough,application,symptoms.eng,ebds.level2
Baissea multiflora A.DC.,Apocynaceae,Nacoulma-Ouédraogo1996,bark,NA,appendicitis,mental disorders
Baissea multiflora A.DC.,Apocynaceae,Nacoulma-Ouédraogo1996,twigs,NA,infantile diarrhea,digestive system disorders
Baissea multiflora A.DC.,Apocynaceae,Nacoulma-Ouédraogo1996,twigs,NA,varicose veins,circulatory system disorders
Baissea multiflora A.DC.,Apocynaceae,Nacoulma-Ouédraogo1996,roots,NA,colic,digestive system disorders
Baissea multiflora A.DC.,Apocynaceae,Nacoulma-Ouédraogo1996,twigs,NA,general fatigue,NA
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Alexandre2002,bark,NA,medicine,NA
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Alexandre2002,roots,NA,malaria,infections/infestations
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,seeds,NA,colds,infections/infestations
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,bark,NA,liver disorders,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,leaves,NA,recent wounds,injuries
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Alexandre2002,fruits,NA,laxative,digestive system disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,entire plant,NA,mental disorders,mental disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,bark,NA,malaria,infections/infestations
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,roots,maceration,icterus,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Tapsoba2006,leaves,NA,toothache,skin/subcutaneous cellular tissue disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Tapsoba2006,fruits,NA,gingivitis,mental disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,leaves,NA,bleeding disorders,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,fruits,NA,poison arrows antidote,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,roots,NA,madness,skin/subcutaneous cellular tissue disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Trarore2013,roots,NA,intestinal worms,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,seeds,NA,rheumatism,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,bark,NA,epilepsy,nervous system disorders
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Alexandre2002,roots,NA,used as soap,NA
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Zerbo2011,roots,NA,sensory disorders,NA
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Zerbo2011,bark,NA,pregnancy-birth disorders,NA
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Zerbo2007,fruits,NA,constipation,digestive system disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Alexandre2002,fruits,NA,laxative,digestive system disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,entire plant,NA,body swelling,NA
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Alexandre2002,roots,NA,contraception,skin/subcutaneous cellular tissue disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Alexandre2002,roots,NA,malaria,infections/infestations
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,seeds,NA,injuries,injuries
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,bark,NA,stomach ache,skin/subcutaneous cellular tissue disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,roots,NA,hemorrhoids,circulatory system disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,entire plant,NA,nose bleeding,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,bark,NA,intestinal parasites,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Millogo1996,twigs,NA,uses as a toothpick,mental disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,fruits,NA,colds,infections/infestations
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Millogo1996,twigs,NA,uses as a toothpick,mental disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,seeds,NA,sun burn,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,entire plant,NA,headache,skin/subcutaneous cellular tissue disorders
Balanites aegyptiaca,Zygophyllaceae,Sereme2008,bark,NA,laxative,digestive system disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Alexandre2002,bark,NA,medicine,NA
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Zerbo2011,roots,NA,infections and infestations,infections/infestations
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,bark,NA,mental illness,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,bark,NA,skin diseases,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,bark,NA,syphilis,infections/infestations
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Zerbo2011,roots,NA,digestive disorders,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,entire plant,NA,venous insufficiency,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,entire plant,NA,urinary retention,genitourinary system disorders
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Trarore2013,roots,NA,intestinal worms,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,entire plant,NA,diarrheam sore throat,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Zerbo2007,fruits,NA,constipation,digestive system disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,roots,NA,urinary retention,genitourinary system disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,bark,NA,colic,digestive system disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,leaves,NA,coal,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,bark,NA,anxiety,mental disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,roots,NA,nose bleeding,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,roots,NA,malaria,infections/infestations
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,seeds,NA,eschares,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,roots,NA,colic,digestive system disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,entire plant,maceration,icterus,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,entire plant,NA,heart disorders,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,roots,NA,mental disorders,mental disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,entire plant,NA,skin diseases,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Zerbo2011,leaves,NA,infections and infestations,infections/infestations
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Sereme2008,roots,NA,laxative,digestive system disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,bark,NA,laxative,digestive system disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Alexandre2002,roots,NA,contraception,skin/subcutaneous cellular tissue disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Tapsoba2006,fruits,NA,toothache,skin/subcutaneous cellular tissue disorders
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Zerbo2011,roots,NA,digestive disorders,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,seeds,NA,wounds,injuries
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,entire plant,NA,nighmares,mental disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,entire plant,NA,laxative,digestive system disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,entire plant,NA,malaria,infections/infestations
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Sereme2008,bark,NA,laxative,digestive system disorders
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Zerbo2011,bark,NA,sensory disorders,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,roots,NA,venous insufficiency,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,bark,NA,nose bleeding,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,roots,NA,nighmares,mental disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,bark,NA,malaria,infections/infestations
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,leaves,NA,haemorrhage,injuries
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,bark,NA,yellow fever,infections/infestations
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Zerbo2011,leaves,NA,pregnancy-birth disorders,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,bark,NA,sinusitis,mental disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,bark,NA,hernia,digestive system disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,bark,NA,purulent urethritis,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,roots,NA,shingles,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,roots,NA,erysipelas,infections/infestations
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Ky2009,bark,powder,oedemas,abnormalities
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Ky2009,resin/latex/juice,decoction,heart diseases,circulatory system disorders
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Zerbo2011,roots,NA,nervous disorders,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Alexandre2002,roots,NA,used as soap,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,fruits,NA,abdominal pain,pain
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Zerbo2011,bark,NA,nervous disorders,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Zerbo2011,leaves,NA,poisons,NA
Balanites aegyptiaca,Zygophyllaceae,Sereme2008,roots,NA,laxative,digestive system disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,bark,NA,hydrocele,genitourinary system disorders
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Zerbo2011,bark,NA,poisons,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,roots,NA,constipation,digestive system disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Zerbo2011,roots,NA,infections and infestations,infections/infestations
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,roots,NA,dermatosis,NA
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Zerbo2011,leaves,NA,infections and infestations,infections/infestations
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Zerbo2011,roots,NA,sensory disorders,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Zerbo2011,bark,NA,infections and infestations,infections/infestations
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,roots,NA,body swelling,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,bark,NA,constipation,digestive system disorders
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Zerbo2011,bark,NA,digestive disorders,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,fruits,NA,bilharzia,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,leaves,NA,bilharzia,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,roots,NA,stomach ache,skin/subcutaneous cellular tissue disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Zerbo2011,bark,NA,nervous disorders,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,bark,NA,stomach aches,skin/subcutaneous cellular tissue disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Zerbo2011,roots,NA,pregnancy-birth disorders,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,roots,NA,heart disorders,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,entire plant,NA,liver disorders,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Ky2009,fruits,decoction,heart diseases,circulatory system disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,bark,NA,diarrheam sore throat,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Zerbo2011,bark,NA,sensory disorders,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,roots,NA,diarrheam sore throat,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,bark,NA,venous insufficiency,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Zerbo2011,leaves,NA,sensory disorders,NA
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Zerbo2011,bark,NA,infections and infestations,infections/infestations
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Zerbo2007,bark,NA,malaria,infections/infestations
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Zerbo2011,leaves,NA,digestive disorders,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,roots,NA,sinusitis,mental disorders
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Zerbo2011,leaves,NA,pregnancy-birth disorders,NA
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Zerbo2011,leaves,NA,poisons,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Zerbo2011,roots,NA,nervous disorders,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Zerbo2011,roots,NA,poisons,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,bark,NA,nighmares,mental disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,bark,NA,heart disorders,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,bark,NA,urinary retention,genitourinary system disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Zerbo2011,bark,NA,poisons,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,entire plant,NA,stomach ache,skin/subcutaneous cellular tissue disorders
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Zerbo2011,roots,NA,poisons,NA
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Zerbo2011,roots,NA,pregnancy-birth disorders,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Zerbo2011,bark,NA,pregnancy-birth disorders,NA
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Zerbo2011,leaves,NA,digestive disorders,NA
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Zerbo2007,bark,NA,malaria,infections/infestations
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,entire plant,NA,sinusitis,mental disorders
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Zerbo2011,leaves,NA,nervous disorders,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,roots,NA,liver disorders,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,roots,NA,laxative,digestive system disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Tapsoba2006,bark,NA,loose teeth,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,bark,NA,headache,skin/subcutaneous cellular tissue disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,bark,NA,hematuria,genitourinary system disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Zerbo2011,leaves,NA,nervous disorders,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,bark,NA,body swelling,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,bark,maceration,icterus,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,roots,NA,headache,skin/subcutaneous cellular tissue disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,entire plant,NA,hernia,digestive system disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,roots,NA,skin diseases,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,bark,NA,mental disorders,mental disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,roots,NA,malaria,infections/infestations
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Zerbo2011,bark,NA,digestive disorders,NA
Balanites aegyptiaca (L.) Del.,Zygophyllaceae,Zerbo2011,leaves,NA,sensory disorders,NA
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nadembega2011,roots,NA,hernia,digestive system disorders
Balanites aegyptiaca (L.) Delile,Zygophyllaceae,Nacoulma-Ouédraogo1996,leaves,NA,goitre,NA
Bambusa vulgaris Schrad. ex J.C.Wendl.,Poaceae,Olivier2012,twigs,NA,traditional medicine,NA
Bambusa vulgaris Striata,Poaceae,Olivier2012,twigs,NA,traditional medicine,NA
Basilicum polystachyon (L.) Moench,Lamiaceae,Akoègninou 2006,leaves,juice,soothe burns,injuries
Bauhinia rufescens Lam.,Fabaceae,Arbonnier2002,leaves,NA,ophthalmia,NA
Bauhinia rufescens Lam.,Fabaceae,Arbonnier2002,leaves,NA,dysentery,NA
Bauhinia rufescens Lam.,Fabaceae,Ky2009,leaves,decoction,stomach ache,skin/subcutaneous cellular tissue disorders
Bauhinia rufescens Lam.,Fabaceae,Arbonnier2002,leaves,NA,snake bite,poisonings
Bauhinia rufescens Lam.,Fabaceae,Arbonnier2002,leaves,NA,nausea,digestive system disorders
Bauhinia rufescens Lam.,Fabaceae,Arbonnier2002,fruits,NA,eye disorders,NA
Bauhinia rufescens Lam.,Fabaceae,Arbonnier2002,bark,NA,syphilis,infections/infestations
Bauhinia rufescens Lam.,Fabaceae,jansen2010,leaves,decoction,malaria,infections/infestations
Bauhinia rufescens Lam.,Fabaceae,Zerbo2011,leaves,NA,pregnancy-birth disorders,NA
Bauhinia rufescens Lam.,Fabaceae,Arbonnier2002,bark,NA,dysentery,NA
Bauhinia rufescens Lam.,Fabaceae,Krohmer2004,roots,NA,nosebleed,NA
Bauhinia rufescens Lam.,Fabaceae,Zerbo2011,leaves,NA,genitourinary disorders,NA
Bauhinia rufescens Lam.,Fabaceae,Tapsoba2006,leaves,NA,gingivitis,mental disorders
Bauhinia rufescens Lam.,Fabaceae,Krohmer2004,leaves,NA,gingivitis,mental disorders
Bauhinia rufescens Lam.,Fabaceae,Arbonnier2002,twigs,NA,fortifying for infants,NA
Bauhinia rufescens Lam.,Fabaceae,Arbonnier2002,bark,NA,hepatitis,NA
Bauhinia rufescens Lam.,Fabaceae,Arbonnier2002,bark,NA,smallpox,infections/infestations
Bergia suffruticosa (Delile) Fenzl,Elatinaceae,Nadembega2011,entire plant,decoction,fortification for kids,mental disorders
Bergia suffruticosa (Delile) Fenzl,Elatinaceae,jansen2010,entire plant,NA,childhood malaria,infections/infestations
Berlinia grandiflora (Vahl.) Hutch & Dalz,Fabaceae,Olivier2012,leaves,NA,traditional medicine,NA
Berlinia grandiflora (Vahl) Hutch. & Dalziel,Fabaceae,Olivier2012,bark,NA,traditional medicine,NA
Berlinia grandiflora (Vahl) Hutch. & Dalziel,Fabaceae,Arbonnier2002,bark,NA,poisoning,poisonings
Berlinia grandiflora (Vahl) Hutch. & Dalziel,Fabaceae,Olivier2012,leaves,NA,traditional medicine,NA
Berlinia grandiflora (Vahl.) Hutch & Dalz,Fabaceae,Olivier2012,bark,NA,traditional medicine,NA
Berlinia grandiflora (Vahl) Hutch. & Dalziel,Fabaceae,Arbonnier2002,twigs,NA,poisoning,poisonings
Bidens pilosa L.,Asteraceae,Berhaut1971,entire plant,NA,dysentery,NA
Bidens engleri O.E.Schulz,Asteraceae,Bangou2011,leaves,NA,colic,digestive system disorders
Bidens engleri O.E. Shulz,Asteraceae,Bangou2011,leaves,NA,fever,infections/infestations
Bidens engleri O.E. Shulz,Asteraceae,Bangou2011,leaves,NA,skin inflammation,inflammation
Bidens pilosa L.,Asteraceae,Berhaut1971,entire plant,NA,malaria,infections/infestations
Bidens engleri O.E.Schulz,Asteraceae,Bangou2011,leaves,NA,antibiotic,NA
Bidens engleri O.E.Schulz,Asteraceae,Bangou2011,leaves,NA,skin inflammation,inflammation
Bidens pilosa L.,Asteraceae,Berhaut1971,entire plant,NA,conjunctivitis,mental disorders
Bidens engleri O.E. Shulz,Asteraceae,Bangou2011,leaves,NA,colic,digestive system disorders
Bidens engleri O.E.Schulz,Asteraceae,Bangou2011,leaves,NA,snake bites,poisonings
Bidens engleri O.E.Schulz,Asteraceae,Bangou2011,leaves,NA,fever,infections/infestations
Bidens pilosa L.,Asteraceae,Berhaut1971,entire plant,NA,otitis,mental disorders
Bidens engleri O.E. Shulz,Asteraceae,Bangou2011,leaves,NA,antibiotic,NA
Bidens engleri O.E. Shulz,Asteraceae,Bangou2011,leaves,NA,snake bites,poisonings
Biophytum umbraculum Welw.,Oxalidaceae,Krohmer2004,entire plant,NA,wounds,injuries
Biophytum umbraculum Welw.,Oxalidaceae,Krohmer2004,entire plant,NA,joint pain,pain
Biophytum umbraculum Welw.,Oxalidaceae,Akoègninou 2006,leaves,powder,metrorrhagia,genitourinary system disorders
Biophytum umbraculum Welw.,Oxalidaceae,Akoègninou 2006,leaves,powder,dystocias,NA
Blainvillea gayana Cass.,Asteraceae,Kerharo & Adam1974,twigs,NA,eye conditions,NA
Blainvillea gayana Cass.,Asteraceae,Berhaut1974,seeds,NA,eye diseases,infections/infestations
Blainvillea gayana Cass.,Asteraceae,Kerharo & Adam1974,seeds,NA,eye conditions,NA
Blepharis linariifolia Pers.,Acanthaceae,Krohmer2004,entire plant,NA,strong itching on the wrist,skin/subcutaneous cellular tissue disorders
Blepharis linariifolia Pers.,Acanthaceae,Krohmer2004,entire plant,NA,tightness of the foot,NA
Blepharis linariifolia Pers.,Acanthaceae,Nacoulma-Ouédraogo1996,twigs,NA,measles,infections/infestations
Blepharis linariifolia Pers.,Acanthaceae,Nacoulma-Ouédraogo1996,twigs,NA,malaria,infections/infestations
Blepharis linariifolia Pers.,Acanthaceae,Nacoulma-Ouédraogo1996,twigs,NA,difficult childbirth,NA
Blepharis linariifolia Pers.,Acanthaceae,Nacoulma-Ouédraogo1996,twigs,NA,constipation,digestive system disorders
Blepharis linariifolia Pers.,Acanthaceae,Nacoulma-Ouédraogo1996,twigs,NA,febrile pain,pain
Blepharis linariifolia Pers.,Acanthaceae,Nacoulma-Ouédraogo1996,twigs,NA,whitlow,skin/subcutaneous cellular tissue disorders
Blepharis linariifolia Pers.,Acanthaceae,Nadembega2011,entire plant,decoction,skin diseases,NA
Blepharis linariifolia Pers.,Acanthaceae,Nacoulma-Ouédraogo1996,twigs,NA,abscess,NA
Blepharis linariifolia Pers.,Acanthaceae,Nadembega2011,entire plant,NA,stomach ache,skin/subcutaneous cellular tissue disorders
Blepharis linariifolia Pers.,Acanthaceae,Nacoulma-Ouédraogo1996,twigs,NA,syphilis,infections/infestations
Blepharis linariifolia Pers.,Acanthaceae,Nacoulma-Ouédraogo1996,twigs,NA,cervical adenitis,mental disorders
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,roots,NA,poisoning,poisonings
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,fruits,NA,uterine,NA
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,buds,NA,snake bite,poisonings
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,fruits,NA,nephrites,NA
Blighia sapida K.D.Koenig,Sapindaceae,Alexandre2002,fruits,NA,hypotensive,circulatory system disorders
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,buds,NA,ophthalmia,NA
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,bark,NA,liver cirrhosis,digestive system disorders
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,buds,NA,blepharitis,mental disorders
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,fruits,NA,fever,infections/infestations
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,leaves,NA,migraine,NA
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,buds,NA,yaws,infections/infestations
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,leaves,NA,angina,circulatory system disorders
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,leaves,NA,poisoning,poisonings
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,leaves,NA,jaundice,NA
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,leaves,NA,hemorrhoids,circulatory system disorders
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,fruits,NA,hemorrhoids,circulatory system disorders
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,leaves,NA,liver congestion,respiratory system disorders
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,fruits,NA,cystitis,NA
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,bark,NA,yellow fever,infections/infestations
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,bark,NA,swelling of the belly,NA
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,leaves,NA,sickle cell disease,NA
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,leaves,NA,intercostal pain,pain
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,leaves,NA,epilepsy,nervous system disorders
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,leaves,NA,bruises,injuries
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,bark,NA,pulmonary tuberculosis,infections/infestations
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,bark,NA,ascites,NA
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,roots,NA,emetic,NA
Blighia sapida K.D.Koenig,Sapindaceae,Nacoulma-Ouédraogo1996,leaves,NA,fever,infections/infestations
